,like_count_24h
0,24.772939661237956
1,11.392198456588602
2,6.04622167471922
3,8.954943801807019
4,19.887754217490482
5,7.158371283017857
6,7.759522237608422
7,10.235940688984982
8,5.164788274078575
9,14.032360373455788
10,35.49766068914403
11,7.49148174001968
12,12.011344863304288
13,10.913315441585638
14,100.00028036405014
15,13.422195663204008
16,11.750880354763382
17,13.281731217584223
18,9.824850463070845
19,122.71647242969617
20,12.381248877210055
21,7.530585150110596
22,14.024162080408047
23,19.368701669465565
24,5.183167901928158
25,10.686313803553219
26,60.742036290507826
27,6.862910107590778
28,9.824046064831151
29,8.023287601740122
30,9.689504431109583
31,12.381269927588505
32,5.303418077705203
33,17.0668754628864
34,14.387400577465769
35,8.767528769141762
36,9.10339759499331
37,8.53623288773258
38,5.837840843911636
39,7.529369130177713
40,8.444785180448207
41,19.623370526845633
42,5.648111531974365
43,14.668412343371614
44,10.63780555172059
45,9.786496177230248
46,13.534678255369641
47,36.9473123579546
48,90.46540189318202
49,62.9950533065919
50,14.023129410587984
51,10.62195590907757
52,6.972472099713968
53,13.010020166801723
54,6.209712253972327
55,10.7930143190286
56,10.637893385186487
57,13.267326647956992
58,20.61696979546008
59,10.931246380549311
60,78.53702446659833
61,9.055163020582768
62,6.86107508387272
63,12.594613807170106
64,6.3798242456653895
65,5.636254933991978
66,7.796771167128014
67,15.585476725895063
68,18.7197099596726
69,19.455117971002295
70,9.094552269085057
71,9.830136887523025
72,7.372590759689189
73,9.708630991275442
74,10.023291813891035
75,11.182389604918768
76,6.724174079229016
77,6.280972671819512
78,10.447701970253405
79,10.986225208457341
80,5.449139460792907
81,15.32912306859194
82,4.157113243321049
83,11.994740304646086
84,8.70135204786601
85,127.94910070188827
86,10.709382632229506
87,12.585348571571842
88,13.79033536397003
89,12.57927053081059
90,12.163723130420436
91,67.87774043576538
92,10.72312635968703
93,7.897723855986328
94,10.157791833796551
95,10.623041112789338
96,57.27954072415406
97,5.163551897944018
98,9.538246664958706
99,8.794029285453917
100,10.893403473690995
101,10.708693723097753
102,8.022521783950651
103,7.636152295333034
104,8.670117395431305
